year,PdDistrict,Category,Descript,incident_count
2012,BAYVIEW,"SUSPICIOUS OCC","UNUSUAL OCCURENCE",2
2012,BAYVIEW,TREA,"TRESPASSING OR LOITERING NEAR POSTED INDUSTRIAL PROPERTY",1
2012,BAYVIEW,TRESPASS,"LODGING WITHOUT PERMISSION",2
2012,BAYVIEW,TRESPASS,"LOITERING WITHOUT LAWFUL BUSINESS WITH OWNER OR OCCUPANT",2
2012,BAYVIEW,TRESPASS,TRESPASSING,80
2012,BAYVIEW,VANDALISM,"DAMAGE TO MAIL BOX",2
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF",1
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",8
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",111
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",6
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, FICTITIOUS PHONE CALLS",2
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",22
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, JUVENILE SUSPECT",6
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",2
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",31
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",326
2012,BAYVIEW,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",369
2012,BAYVIEW,VANDALISM,"VANDALISM OR GRAFFITI ON OR WITHIN 100 FT OF HIGHWAY",4
2012,BAYVIEW,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION",3
2012,BAYVIEW,"VEHICLE THEFT","ATTEMPTED STOLEN VEHICLE",6
2012,BAYVIEW,"VEHICLE THEFT","AUTO, GRAND THEFT OF",7
2012,BAYVIEW,"VEHICLE THEFT","STOLEN AND RECOVERED VEHICLE",45
2012,BAYVIEW,"VEHICLE THEFT","STOLEN AUTOMOBILE",517
2012,BAYVIEW,"VEHICLE THEFT","STOLEN MISCELLANEOUS VEHICLE",10
2012,BAYVIEW,"VEHICLE THEFT","STOLEN MOTORCYCLE",26
2012,BAYVIEW,"VEHICLE THEFT","STOLEN TRUCK",144
2012,BAYVIEW,WARRANTS,"ENROUTE TO ADULT AUTHORITY",16
2012,BAYVIEW,WARRANTS,"ENROUTE TO DEPARTMENT OF CORRECTIONS",55
2012,BAYVIEW,WARRANTS,"ENROUTE TO OUTSIDE JURISDICTION",174
2012,BAYVIEW,WARRANTS,"ENROUTE TO PAROLE OFFICER",30
2012,BAYVIEW,WARRANTS,"ENROUTE TO PROBATION OFFICER",8
2012,BAYVIEW,WARRANTS,"ENROUTE TO U.S. MARSHALL",6
2012,BAYVIEW,WARRANTS,"PAROLE SEARCH",4
2012,BAYVIEW,WARRANTS,"PROBATION SEARCH",9
2012,BAYVIEW,WARRANTS,"WARRANT ARREST",320
2012,BAYVIEW,"WEAPON LAWS","AMMUNITION, POSS. BY PROHIBITED PERSON",20
2012,BAYVIEW,"WEAPON LAWS","CARRYING A CONCEALED WEAPON",17
2012,BAYVIEW,"WEAPON LAWS","CARRYING OF CONCEALED WEAPON BY CONVICTED FELON",5
2012,BAYVIEW,"WEAPON LAWS","DISCHARGE FIREARM AT AN INHABITED DWELLING",4
2012,BAYVIEW,"WEAPON LAWS","DISCHARGE FIREARM WITHIN CITY LIMITS",24
2012,BAYVIEW,"WEAPON LAWS","EXHIBITING DEADLY WEAPON IN A THREATING MANNER",14
2012,BAYVIEW,"WEAPON LAWS","FIREARM POSSESSION IN SCHOOL ZONE",3
2012,BAYVIEW,"WEAPON LAWS","FIREARM WITH ALTERED IDENTIFICATION",6
2012,BAYVIEW,"WEAPON LAWS","FIREARM, ARMED WHILE POSSESSING CONTROLLED SUBSTANCE",5
2012,BAYVIEW,"WEAPON LAWS","FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",28
2012,BAYVIEW,"WEAPON LAWS","FIREARM, NEGLIGENT DISCHARGE",2
2012,BAYVIEW,"WEAPON LAWS","LOCATED EXPLOSIVE DEVICE",1
2012,BAYVIEW,"WEAPON LAWS","LOITERING WHILE CARRYING CONCEALED WEAPON",1
2012,BAYVIEW,"WEAPON LAWS","POSS OF DEADLY WEAPON WITH INTENT TO ASSAULT",4
2012,BAYVIEW,"WEAPON LAWS","POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN",62
2012,BAYVIEW,"WEAPON LAWS","POSS OF FIREARM SILENCER",1
2012,BAYVIEW,"WEAPON LAWS","POSS OF LOADED FIREARM",56
2012,BAYVIEW,"WEAPON LAWS","POSS OF PROHIBITED WEAPON",2
2012,BAYVIEW,"WEAPON LAWS","POSS OF TEAR GAS WEAPON",1
2012,BAYVIEW,"WEAPON LAWS","POSSESSION OF AIR GUN",9
2012,BAYVIEW,"WEAPON LAWS","POSSESSION OF CAUSTIC CHEMICAL",1
2012,BAYVIEW,"WEAPON LAWS","POSSESSION OF EXPLOSIVE DEVICE",1
2012,BAYVIEW,"WEAPON LAWS","POSSESSION OF MACHINE GUN",5
2012,BAYVIEW,"WEAPON LAWS","SWITCHBLADE KNIFE, POSSESSION",2
2012,BAYVIEW,"WEAPON LAWS","TAMPERING WITH MARKS ON FIREARM",5
2012,BAYVIEW,"WEAPON LAWS","VIOLATION OF RESTRICTIONS ON A FIREARM TRANSFER",2
2012,BAYVIEW,"WEAPON LAWS","WEAPON, ASSAULT, POSSESSION, MANUFACTURE, OR SALE",7
2012,BAYVIEW,"WEAPON LAWS","WEAPON, ASSAULT, REGISTRATION OR TRANSFER VIOLATION",1
2012,BAYVIEW,"WEAPON LAWS","WEAPON, DEADLY, CARRYING WITH INTENT TO COMMIT ASSAULT",2
2012,BAYVIEW,"WEAPON LAWS","WEAPON, DEADLY, EXHIBITING TO RESIST ARREST",3
2012,BAYVIEW,"WEAPON LAWS","WEAPON, TAKING OR ATTEMPTING TO TAKE FROM PEACE OFFICER",1
2012,CENTRAL,ARSON,ARSON,13
2012,CENTRAL,ARSON,"ARSON OF A COMMERCIAL BUILDING",2
2012,CENTRAL,ARSON,"FIRE, UNLAWFULLY CAUSING",1
2012,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",2
2012,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH A DEADLY WEAPON",82
2012,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH A GUN",2
2012,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH A KNIFE",25
2012,CENTRAL,ASSAULT,"AGGRAVATED ASSAULT WITH BODILY FORCE",97
2012,CENTRAL,ASSAULT,ASSAULT,7
2012,CENTRAL,ASSAULT,"ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON",2
2012,CENTRAL,ASSAULT,"ASSAULT OR ATTEMPTED MURDER UPON GOV'T OFFICERS",1
2012,CENTRAL,ASSAULT,"ASSAULT WITH CAUSTIC CHEMICALS",2
2012,CENTRAL,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",4
2012,CENTRAL,ASSAULT,"ATTEMPTED HOMICIDE WITH A DANGEROUS WEAPON",2
2012,CENTRAL,ASSAULT,"ATTEMPTED HOMICIDE WITH A KNIFE",2
2012,CENTRAL,ASSAULT,"ATTEMPTED HOMICIDE WITH BODILY FORCE",1
2012,CENTRAL,ASSAULT,"ATTEMPTED SIMPLE ASSAULT",7
2012,CENTRAL,ASSAULT,BATTERY,400
2012,CENTRAL,ASSAULT,"BATTERY OF A POLICE OFFICER",14
2012,CENTRAL,ASSAULT,"BATTERY WITH SERIOUS INJURIES",37
2012,CENTRAL,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",97
2012,CENTRAL,ASSAULT,"CHILD ABUSE (PHYSICAL)",8
2012,CENTRAL,ASSAULT,"CHILD, INFLICTING INJURY RESULTING IN TRAUMATIC CONDITION",1
2012,CENTRAL,ASSAULT,"CIVIL RIGHTS, INCL. INJURY, THREAT, OR DAMAGE (HATE CRIMES)",1
2012,CENTRAL,ASSAULT,"ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)",19
2012,CENTRAL,ASSAULT,"FALSE IMPRISONMENT",18
2012,CENTRAL,ASSAULT,"INFLICT INJURY ON COHABITEE",60
2012,CENTRAL,ASSAULT,"MAYHEM WITH BODILY FORCE",2
2012,CENTRAL,ASSAULT,"SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE",3
2012,CENTRAL,ASSAULT,STALKING,9
2012,CENTRAL,ASSAULT,"THREAT OR FORCE TO RESIST EXECUTIVE OFFICER",2
2012,CENTRAL,ASSAULT,"THREAT TO STATE OFFICIAL OR JUDGE",1
2012,CENTRAL,ASSAULT,"THREATENING PHONE CALL(S)",16
2012,CENTRAL,ASSAULT,"THREATENING SCHOOL OR PUBLIC EMPLOYEE",2
2012,CENTRAL,ASSAULT,"THREATS AGAINST LIFE",185
2012,CENTRAL,ASSAULT,"THREATS TO SCHOOL TEACHERS",1
2012,CENTRAL,ASSAULT,"TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT",1
2012,CENTRAL,ASSAULT,"WILLFUL CRUELTY TO CHILD",1
2012,CENTRAL,"BAD CHECKS","CHECKS, NON-SUFFICIENT FUNDS (FELONY)",2
2012,CENTRAL,"BAD CHECKS","CHECKS, NON-SUFFICIENT FUNDS (MISDEMEANOR)",5
2012,CENTRAL,BRIBERY,"DISSUADING WITNESS, VICTIM",2
2012,CENTRAL,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",12
2012,CENTRAL,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",26
2012,CENTRAL,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",85
2012,CENTRAL,BURGLARY,"BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY",3
2012,CENTRAL,BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",6
2012,CENTRAL,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",4
2012,CENTRAL,BURGLARY,"BURGLARY OF HOTEL ROOM, ATTEMPTED FORCIBLE ENTRY",1
2012,CENTRAL,BURGLARY,"BURGLARY OF HOTEL ROOM, FORCIBLE ENTRY",2
2012,CENTRAL,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",31
2012,CENTRAL,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",1
2012,CENTRAL,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",17
2012,CENTRAL,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",17
2012,CENTRAL,BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",4
2012,CENTRAL,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",24
2012,CENTRAL,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",54
2012,CENTRAL,BURGLARY,"BURGLARY OF WAREHOUSE, UNLAWFUL ENTRY",1
2012,CENTRAL,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",9
2012,CENTRAL,BURGLARY,"BURGLARY, FORCIBLE ENTRY",51
2012,CENTRAL,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",1
2012,CENTRAL,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",12
2012,CENTRAL,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",36
2012,CENTRAL,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",76
2012,CENTRAL,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",35
2012,CENTRAL,BURGLARY,"BURGLARY, VEHICLE, ATT. (ARREST MADE)",5
2012,CENTRAL,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",12
2012,CENTRAL,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",16
2012,CENTRAL,BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, FORCIBLE ENTRY",1
2012,CENTRAL,BURGLARY,"BURGLARY,HOTEL UNDER CONSTRUCTION, UNLAWFUL ENTRY",2
2012,CENTRAL,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",11
2012,CENTRAL,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",61
2012,CENTRAL,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",53
2012,CENTRAL,BURGLARY,"BURGLARY,WAREHOUSE UNDER CONSTRT, FORCIBLE ENTRY",1
2012,CENTRAL,BURGLARY,"SAFE BURGLARY",3
2012,CENTRAL,BURGLARY,"SAFE BURGLARY OF A STORE",2
2012,CENTRAL,"DISORDERLY CONDUCT","COMMITTING PUBLIC NUISANCE",7
2012,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE",15
2012,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE, COMMOTION",8
2012,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE, FIGHTING",11
2012,CENTRAL,"DISORDERLY CONDUCT","DISTURBING THE PEACE, SWEARING",10
2012,CENTRAL,"DISORDERLY CONDUCT","MAINTAINING A PUBLIC NUISANCE",1
2012,CENTRAL,"DISORDERLY CONDUCT","MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION",3
2012,CENTRAL,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL",21
2012,CENTRAL,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL, W/INJURY",1
2012,CENTRAL,"DRIVING UNDER THE INFLUENCE","DRIVING WHILE UNDER THE INFLUENCE OF DRUGS",3
2012,CENTRAL,DRUG/NARCOTIC,"FORGE OR ALTER PRESCRIPTION",1
2012,CENTRAL,DRUG/NARCOTIC,"HYPODERMIC NEEDLE OR SYRINGE, POSSESSION",1
2012,CENTRAL,DRUG/NARCOTIC,"MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED",6
2012,CENTRAL,DRUG/NARCOTIC,"MONEY OFFENSE RELATED TO NARCOTICS TRAFFICKING",1
2012,CENTRAL,DRUG/NARCOTIC,"PLANTING/CULTIVATING MARIJUANA",2
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF AMPHETAMINE FOR SALES",1
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE",7
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF BASE/ROCK COCAINE FOR SALE",4
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF COCAINE",15
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF COCAINE FOR SALES",5
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF CONTROLLED SUBSTANCE",3
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF CONTROLLED SUBSTANCE FOR SALE",7
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF HALLUCINOGENIC",1
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF HEROIN",8
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF HEROIN FOR SALES",1
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA",23
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF MARIJUANA FOR SALES",6
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE",45
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF METH-AMPHETAMINE FOR SALE",15
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF NARCOTICS PARAPHERNALIA",60
2012,CENTRAL,DRUG/NARCOTIC,"POSSESSION OF OPIATES",1
2012,CENTRAL,DRUG/NARCOTIC,"SALE OF HALLUCINOGENIC",1
2012,CENTRAL,DRUG/NARCOTIC,"SALE OF MARIJUANA",1
2012,CENTRAL,DRUG/NARCOTIC,"SALE OF METH-AMPHETAMINE",4
2012,CENTRAL,DRUG/NARCOTIC,"TRANSPORTATION OF COCAINE",2
2012,CENTRAL,DRUG/NARCOTIC,"TRANSPORTATION OF MARIJUANA",1
2012,CENTRAL,DRUG/NARCOTIC,"TRANSPORTATION OF METH-AMPHETAMINE",3
2012,CENTRAL,DRUG/NARCOTIC,"UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE",2
2012,CENTRAL,DRUG/NARCOTIC,"UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES",1
2012,CENTRAL,DRUNKENNESS,"UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE",83
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLED VEHICLE",3
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT (GENERAL)",1
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",2
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY BROOKERS/AGENTS",1
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE",16
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT PRIVATE PROPERTY",2
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT",1
2012,CENTRAL,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT BY EMPLOYEE",3
2012,CENTRAL,EXTORTION,"ATTEMPTED EXTORTION",3
2012,CENTRAL,EXTORTION,EXTORTION,4
2012,CENTRAL,"FAMILY OFFENSES","CHILDREN, ABANDONMENT & NEGLECT OF (GENERAL)",3
2012,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",19
2012,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",24
2012,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (MISDEMEANOR)",1
2012,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",14
2012,CENTRAL,FORGERY/COUNTERFEITING,"CHECKS, POSSESSION WITH INTENT TO PASS",7
2012,CENTRAL,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",3
2012,CENTRAL,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",13
2012,CENTRAL,FORGERY/COUNTERFEITING,"FALSIFYING JUDICIAL & PUBLIC RECORDS & DOCUMENTS",2
2012,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY & COUNTERFEITING (GENERAL)",17
2012,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",4
2012,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, FALSE ENTRIES IN RECORDS OR RETURNS",1
2012,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, NOTES",6
2012,CENTRAL,FORGERY/COUNTERFEITING,"FORGERY, POSSESSION DRIVERS LICENSE OR ID-CARD",1
2012,CENTRAL,FORGERY/COUNTERFEITING,"IDENTIFICATION, GOVERNMENT, POSSESS, MAKE OR SELL FALSE",1
2012,CENTRAL,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",16
2012,CENTRAL,FORGERY/COUNTERFEITING,"TELEPHONE OR TELEGRAPH MESSAGE, SENDING FALSE",1
2012,CENTRAL,FRAUD,"ACCESS CARD INFORMATION, PUBLICATION OF",1
2012,CENTRAL,FRAUD,"ACCESS CARD INFORMATION, THEFT OF",13
2012,CENTRAL,FRAUD,"CREDIT CARD, THEFT BY USE OF",207
2012,CENTRAL,FRAUD,"CREDIT CARD, THEFT OF",10
2012,CENTRAL,FRAUD,"DEFRAUDING AN INNKEEPER",34
2012,CENTRAL,FRAUD,"FALSE CLAIMS, PRESENTING TO GOVERNMENT",1
2012,CENTRAL,FRAUD,"FALSE ID TO PEACE OFFICER",11
2012,CENTRAL,FRAUD,"FALSE PRETENSES, GRAND THEFT",23
2012,CENTRAL,FRAUD,"FALSE PRETENSES, PETTY THEFT",6
2012,CENTRAL,FRAUD,"FALSE REPORT OF EMERGENCY",3
2012,CENTRAL,FRAUD,"FORGERY, CREDIT CARD",5
2012,CENTRAL,FRAUD,"FRAUDULENT CREDIT APPLICATION",3
2012,CENTRAL,FRAUD,"FRAUDULENT USE OF AUTOMATED TELLER CARD",33
2012,CENTRAL,FRAUD,"IMPERSONATING A POLICE OFFICER",2
2012,CENTRAL,FRAUD,"TRICK AND DEVICE, ATTEMPTED",3
2012,CENTRAL,FRAUD,"TRICK AND DEVICE, GRAND THEFT",11
2012,CENTRAL,FRAUD,"TRICK AND DEVICE, PETTY THEFT",2
2012,CENTRAL,GAMBLING,GAMBLING,2
2012,CENTRAL,KIDNAPPING,"CHILD STEALING",3
2012,CENTRAL,KIDNAPPING,"FALSE IMPRISONMENT",13
2012,CENTRAL,KIDNAPPING,"KIDNAPPING DURING ROBBERY",1
2012,CENTRAL,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",6
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED AUTO STRIP",8
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED GRAND THEFT FROM PERSON",2
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED GRAND THEFT PURSESNATCH",1
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED PETTY THEFT OF PROPERTY",2
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED SHOPLIFTING",2
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT FROM A BUILDING",10
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT FROM LOCKED VEHICLE",20
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT FROM UNLOCKED VEHICLE",4
2012,CENTRAL,LARCENY/THEFT,"ATTEMPTED THEFT OF A BICYCLE",3
2012,CENTRAL,LARCENY/THEFT,"EMBEZZLEMENT FROM DEPENDENT OR ELDER ADULT BY CARETAKER",3
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT AUTO STRIP",2
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT BICYCLE",39
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT BY PROSTITUTE",4
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM A BUILDING",266
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM LOCKED AUTO",1349
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM PERSON",203
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT FROM UNLOCKED AUTO",29
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT OF PROPERTY",331
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT PICKPOCKET",174
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT PURSESNATCH",7
2012,CENTRAL,LARCENY/THEFT,"GRAND THEFT SHOPLIFTING",79
2012,CENTRAL,LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF",1
2012,CENTRAL,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",13
2012,CENTRAL,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",17
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT AUTO STRIP",10
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT BICYCLE",33
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT FROM A BUILDING",331
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT FROM LOCKED AUTO",252
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT FROM UNLOCKED AUTO",35
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT MOTORCYCLE STRIP",1
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT OF PROPERTY",658
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT SHOPLIFTING",182
2012,CENTRAL,LARCENY/THEFT,"PETTY THEFT WITH PRIOR",43
2012,CENTRAL,LARCENY/THEFT,"THEFT FROM MERCHANT OR LIBRARY",39
2012,CENTRAL,LARCENY/THEFT,"THEFT OF ANIMALS (GENERAL)",2
2012,CENTRAL,LARCENY/THEFT,"THEFT OF CHECKS OR CREDIT CARDS",16
2012,CENTRAL,LARCENY/THEFT,"THEFT OF COMPUTERS OR CELL PHONES",44
2012,CENTRAL,LARCENY/THEFT,"THEFT OF TELECOMMUNICATION SERVICES, INCL. CLONE PHONE",1
2012,CENTRAL,LARCENY/THEFT,"THEFT, BOAT",2
2012,CENTRAL,LARCENY/THEFT,"THEFT, DRUNK ROLL, $200-$400",3
2012,CENTRAL,LARCENY/THEFT,"THEFT, GRAND, OF FIREARM",2
2012,CENTRAL,"LIQUOR LAWS","CONSUMING ALCOHOL IN PUBLIC VIEW",3
2012,CENTRAL,"LIQUOR LAWS","POSSESSION OF ALCOHOL BY MINOR",1
2012,CENTRAL,"LIQUOR LAWS","SALE OF ALCOHOL TO MINOR",2
2012,CENTRAL,LOITERING,BEGGING,1
2012,CENTRAL,LOITERING,"INCITING TO RIOT",2
2012,CENTRAL,LOITERING,"LODGING IN PARK",1
2012,CENTRAL,LOITERING,LOITERING,3
2012,CENTRAL,LOITERING,"LOITERS AROUND PUBLIC TOILET FOR LEWD ACT",2
2012,CENTRAL,LOITERING,"UNLAWFUL ASSEMBLY",2
2012,CENTRAL,"MISSING PERSON","FOUND PERSON",127
2012,CENTRAL,"MISSING PERSON","MISSING ADULT",109
2012,CENTRAL,"MISSING PERSON","MISSING JUVENILE",30
2012,CENTRAL,NON-CRIMINAL,"AIDED CASE",80
2012,CENTRAL,NON-CRIMINAL,"AIDED CASE, DOG BITE",13
2012,CENTRAL,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",21
2012,CENTRAL,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",342
2012,CENTRAL,NON-CRIMINAL,"AIDED CASE, SICK PERSON",7
2012,CENTRAL,NON-CRIMINAL,"CASE CLOSURE",24
2012,CENTRAL,NON-CRIMINAL,"CIVIL SIDEWALKS, BOOKING",1
2012,CENTRAL,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",12
2012,CENTRAL,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",28
2012,CENTRAL,NON-CRIMINAL,"COURTESY REPORT",6
2012,CENTRAL,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",77
2012,CENTRAL,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",28
2012,CENTRAL,NON-CRIMINAL,"FIRE REPORT",5
2012,CENTRAL,NON-CRIMINAL,"FOUND PROPERTY",283
2012,CENTRAL,NON-CRIMINAL,"IMPOUNDED VEHICLE",4
2012,CENTRAL,NON-CRIMINAL,"LICENSE PLATE, FOUND",2
2012,CENTRAL,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",2
2012,CENTRAL,NON-CRIMINAL,"LOCATED PROPERTY",3
2012,CENTRAL,NON-CRIMINAL,"LOST PROPERTY",852
2012,CENTRAL,NON-CRIMINAL,"MEGAN'S LAW NOTIFICATION",2
2012,CENTRAL,NON-CRIMINAL,"MISPLACED VEHICLE",1
2012,CENTRAL,NON-CRIMINAL,"PROPERTY FOR IDENTIFICATION",36
